;D315_S4;D316_S5;D317_S6;D321_S10;D322_S11;D323_S12;D327_S16;D328_S17;D329_S18;D333_S22;D334_S23;D335_S24;D339_S28;D340_S29;D341_S30;D345_S34;D346_S35;D347_S36;D351_S40;D352_S41;D353_S42;D358_S45;D359_S46
Pedobacter_Sphingobacteriaceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;0;0,00824357;0;0;0;0,017909592;0;0,003854277;0;0,008163182;0;0;0;0;0;0;0;0,00386456;0;0;0;0;0
Pedomicrobium_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pelagibacterium_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Peredibacter_Bacteriovoracaceae_Bdellovibrionales_Deltaproteobacteria_Proteobacteria;0,076457983;0,038469993;0,034908202;0,076822978;0,035861038;0,019700552;0,117022234;0,036230208;0,007454342;0,022448751;0;0,015137754;0,012230492;0,019978024;0,032342025;0;0;0,033492854;0,01536754;0,004079768;0,012523647;0;0,008771456
Perlucidibaca_Moraxellaceae_Pseudomonadales_Gammaproteobacteria_Proteobacteria;0,009054235;0;0,029453796;0;0;0;0;0,003854277;0;0;0;0;0;0;0;0;0;0,007085027;0;0;0;0;0
Phaeobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0,006869642;0,007636169;0;0;0;0;0;0;0,032652728;0;0;0;0;0;0;0;0;0;0;0;0;0
Phaselicystis_Phaselicystidaceae_Myxococcales_Deltaproteobacteria_Proteobacteria;0,067403748;0,072818202;0,082906981;0,097204584;0,062756817;0,102084677;0,085516248;0,048563896;0,057771152;0,027550739;0,044926285;0,008650145;0,026208198;0;0,012320771;0,020006826;0,00823113;0,039289694;0;0;0,006591393;0,017489069;0,022266005
Phenylobacterium_Caulobacteraceae_Caulobacterales_Alphaproteobacteria_Proteobacteria;0;0;0,008727051;0,007839079;0;0,010745755;0;0,006166844;0,007454342;0;0;0,005406341;0;0,009989012;0;0;0;0,020610987;0;0;0,016478482;0;0,010120911
Phyllobacterium_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0,010974711;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0193228;0;0;0,005932254;0;0
Pir4-lineage_Planctomycetaceae_Planctomycetales_Planctomycetacia_Planctomycetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pirellula_Planctomycetaceae_Planctomycetales_Planctomycetacia_Planctomycetes;0,101608636;0,094801055;0,162541317;0,081526426;0,100112066;0,127158106;0,117022234;0,073231272;0,102497205;0,105100968;0,099310736;0,078932572;0,124052137;0,153830786;0,101646363;0,100034129;0,064202815;0,081799854;0,063177666;0,07180391;0,235312729;0,087445347;0,064773831
Planctomyces_Planctomycetaceae_Planctomycetales_Planctomycetacia_Planctomycetes;0,320922325;0,14838426;0,405807852;0,241443645;0,255509899;0,239988538;0,166531641;0,193484729;0,150950429;0,142855685;0,148966104;0,129752173;0,117063284;0,125861552;0,093945881;0,131809676;0,054325459;0,105631308;0,070007684;0,105258005;0,332206205;0,06620862;0,07826838
Planococcus_Planococcaceae_Bacillales_Bacilli_Firmicutes;0,212271506;0,126401407;0,137451047;0,15207814;0,094135226;0,06984741;0,058511117;0,107919769;0,081997764;0,055101479;0,048473097;0,050819601;0,073382954;0,113874738;0,083165206;0,017653082;0,059264137;0,054103841;0;0,011423349;0,042844054;0,047470331;0,042507827
Planomicrobium_Planococcaceae_Bacillales_Bacilli_Firmicutes;0,006036157;0,01648714;0;0,009406895;0,00896526;0;0;0,018500532;0,009317928;0,006122387;0;0;0;0,017980222;0;0;0;0,010305493;0,008537522;0;0,004613975;0;0
Pleomorphomonas_Methylocystaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Polaribacter_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0,407440569;0,344856012;0,362172599;0,311995359;0,312289877;0,30625403;0,369070123;0,397761436;0,18169959;0,171426822;0,187981036;0,290861122;0,221896076;0,169813205;0,161710123;0,098857257;0,100419788;0,27373967;0,013660036;0,049773165;0,185877281;0,124921924;0,099859657
Polaromonas_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prosthecobacter_Verrucomicrobiaceae_Verrucomicrobiales_Verrucomicrobiae_Verrucomicrobia;0,359151316;0,326994944;0,464715444;0,266528699;0,168845723;0,277598682;0,220541903;0,208901839;0,184494968;0,159182049;0,192710119;0,221659963;0,265576406;0,13185496;0,227934269;0,06119735;0,130051856;0,144276909;0,035857594;0,062012468;0,104144009;0,113678951;0,105932203
Pseudahrensia_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,00503013;0;0;0;0;0;0;0;0,006522549;0;0;0;0;0;0;0;0;0,010949587;0;0;0;0;0
Pseudaminobacter_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pseudoalteromonas_Pseudoalteromonadaceae_Alteromonadales_Gammaproteobacteria_Proteobacteria;0,142855706;0,217080677;0,22253979;0,137967797;0,144938364;0,123576187;0,076514538;0,091731804;0,035408125;0,056121876;0,049655368;0,059469746;0,047174756;0,073918689;0,067764242;0,031775547;0,021400938;0,027696014;0;0,013055256;0,012523647;0,017489069;0,026989096
Pseudochrobactrum_Brucellaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0,005454407;0;0;0;0;0;0;0;0,005911353;0;0;0;0,007700482;0;0;0;0;0,007343582;0,007909672;0;0
Pseudolabrys_Xanthobacteraceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,015090391;0,030226423;0,033817321;0,054873556;0,049308928;0,053728777;0,063011972;0,087877526;0,064293701;0,135712901;0,092217112;0,121102028;0,244609847;0,229747278;0,226394172;0,31775547;0,34406124;0,22156811;0,365405959;0,346780247;0,364504031;0,705808869;0,514142287
Pseudomonas_Pseudomonadaceae_Pseudomonadales_Gammaproteobacteria_Proteobacteria;5,609602;5,830952;6,912915;5,74291;7,248412;5,125725;3,429652;5,124647;6,225307;4,228528;4,232529;3,929328;4,345319;3,256418;4,766598;4,357957;3,919664;5,041319;5,433279;4,324554;4,58695;3,362898;4,496383
Pseudorhodobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;1,579460971;1,845185755;3,293370714;1,810827336;2,791184161;4,11204241;5,477540733;1,729799732;1,632500932;0,770400302;2,500502465;1,47701224;2,825243736;1,554290281;1,931280898;0,784973697;2,696518232;2,70583613;2,306838555;0,912236039;2,0598103;1,667707683;1,547824679
Pseudospirillum_Oceanospirillaceae_Oceanospirillales_Gammaproteobacteria_Proteobacteria;0,022132574;0,070070345;0,023999389;0,02665287;0,032872619;0,017909592;0;0,028521653;0,027953783;0,005101989;0,027192225;0,03460058;0,013977706;0;0;0;0;0,012237773;0;0,005711675;0,017137622;0,009993754;0,006072547
Pseudoxanthobacter_Xanthobacteraceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,0462772;0,015113212;0,01636322;0,015678159;0,092641016;0,087757003;0;0,038542775;0,004658964;0,060203467;0,005911353;0;0,031449838;0,059934073;0,023101446;0,070612327;0,036216973;0,679518476;0;0,008975489;0,017796761;0,027482823;0,035085825
Psychrobacter_Moraxellaceae_Pseudomonadales_Gammaproteobacteria_Proteobacteria;0,008048209;0;0,007636169;0;0;0;0;0;0,004658964;0,005101989;0;0;0;0,009989012;0,015400964;0;0;0,0096614;0;0;0;0;0
Pusillimonas_Alcaligenaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reyranella_Rhodospirillales-Incertae-Sedis_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0,00503013;0,006869642;0,005454407;0;0;0,008954796;0,022504276;0,003854277;0,004658964;0,008163182;0,010640436;0,006487609;0,008736066;0;0;0,005884361;0;0,005152747;0;0;0,003295696;0;0
Rheinheimera_Chromatiaceae_Chromatiales_Gammaproteobacteria_Proteobacteria;0,289735516;0,199219609;0,248720942;0,249282724;0,385506164;0,259689089;0,225042758;0,360760372;0,333581811;0,225507903;0,235271863;0,214091086;0,228884929;0,193786834;0,089325592;0,151816502;0,131698082;0,173261109;0,066592675;0,066092235;0,097552616;0,041224235;0,083666199
Rhizobacter_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rhizobium_Rhizobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,068409775;0,034348208;0,100361082;0,092501137;0,088158386;0,078802206;0,085516248;0,096356937;0,16492732;0,190814379;0,180887412;0,237878984;0,323234441;0,29767256;0,363462753;0,071789199;0,222240514;0,310452991;0,385896013;0,243970103;0,334183623;0,13116802;0,19027313
Rhodobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;2,81687307;2,69152561;1,218514438;4,886882085;2,099364961;0,979654703;1,732829238;1,743675131;2,339731644;1,096927582;0,832318551;1,495393798;0,644721669;1,9838178;1,481572746;1,798260583;0,918594123;1,550332674;0,438828652;1,60498058;0,757351051;0,537164272;0,35962971
Rhodococcus_Nocardiaceae_Corynebacteriales_Actinobacteria_Actinobacteria;0,086518244;0,050835348;0,082906981;0,050170108;0,037355248;0,012536715;0;0,042397052;0,030749161;0,017346762;0,009458165;0,01730029;0;0,013984617;0,009240578;0,009414977;0;0,007085027;0,008537522;0;0,007909672;0;0,010795639
Rhodoferax_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rhodoglobus_Microbacteriaceae_Micrococcales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rhodopirellula_Planctomycetaceae_Planctomycetales_Planctomycetacia_Planctomycetes;0,051307331;0,020608925;0,026181152;0,017245975;0,023907359;0,02328247;0;0,010791977;0,009317928;0,006122387;0,01773406;0,010812681;0;0;0;0,005884361;0;0,007085027;0;0,004079768;0,003295696;0,009993754;0,003373637
Rhodoplanes_Hyphomicrobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0,003854277;0;0;0;0;0;0;0;0;0;0,003220467;0;0;0;0;0,004048364
Rhodovulum_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,006036157;0;0,005454407;0,009406895;0;0;0;0;0;0;0;0;0;0;0,010780675;0;0;0,00386456;0;0;0,007909672;0,011242973;0
Roseicitreum_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00386456;0;0;0;0;0
Roseicyclus_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0,003854277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Roseivirga_Flammeovirgaceae_Cytophagales_Cytophagia_Bacteroidetes;0,022132574;0,013739283;0,011999695;0,017245975;0,00896526;0,017909592;0;0,009250266;0,011181513;0,013265171;0,010640436;0,007568877;0,008736066;0;0;0;0,027985842;0,014170054;0;0,004895721;0,009887089;0;0,005397819
Roseivivax_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Roseobacter-clade-CHAB-I-5-lineage_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0,012333688;0;0,005101989;0;0;0;0;0;0;0;0;0;0;0;0;0
Roseobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Roseovarius_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0,010991427;0,007636169;0,010974711;0;0,010745755;0;0;0;0;0;0;0;0;0;0;0;0,003220467;0;0,004895721;0,003295696;0;0
Rubellimicrobium_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ruegeria_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005397819
Sagittula_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Salinimonas_Alteromonadaceae_Alteromonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Salinirepens_Cryomorphaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sandaracinus_Sandaracinaceae_Myxococcales_Deltaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SAR92-clade_Porticoccaceae_Cellvibrionales_Gammaproteobacteria_Proteobacteria;0;0,009617498;0;0,009406895;0,014942099;0;0;0;0,01024972;0;0;0;0;0;0;0;0;0;0;0;0,003954836;0;0
Sedimentitalea_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sediminibacterium_Chitinophagaceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0,005101989;0;0;0;0;0;0;0;0,00386456;0;0;0;0;0
Sediminicola_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0,011066287;0;0;0,012542527;0;0;0;0;0,01024972;0;0;0;0;0;0;0;0;0,005152747;0;0,004895721;0,004613975;0;0,006072547
Seohaeicola_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,048289253;0,137392834;0,085088743;0,105043664;0,127007845;0,128949065;0,1305248;0,102523781;0,074543422;0,042856706;0;0,078932572;0,090855086;0,04994506;0,083165206;0;0,087249979;0,116580895;0,037565099;0,046509351;0,06525479;0,04871955;0,050604556
Shewanella_Shewanellaceae_Alteromonadales_Gammaproteobacteria_Proteobacteria;0;0;0,018544982;0;0,011953679;0;0;0,009250266;0;0,007142784;0;0;0;0;0;0;0;0,008373213;0;0;0,007250532;0,006246096;0
Shimia_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shinella_Rhizobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,932586191;0,779017366;0,97306614;0,460937867;0,655958162;0,741457124;0,54910433;0,718437322;0,789228476;0,587749105;0,695175153;0,538471519;0,840409547;0,591349516;0,535953551;0,697885161;0,367108404;0,341369471;0,302228293;0,421032018;0,06591393;0,272329794;0,287433877
Sideroxydans_Gallionellaceae_Nitrosomonadales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Simiduia_Cellvibrionaceae_Cellvibrionales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Simplicispira_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,010060261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00772912;0;0;0,003295696;0;0,003373637
Skermanella_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SM1A02_Phycisphaeraceae_Phycisphaerales_Phycisphaerae_Planctomycetes;0,01810847;0,02473071;0,011999695;0,02665287;0;0,028655348;0;0,007708555;0,014908684;0;0,007093624;0,009731413;0,012230492;0;0;0,005884361;0,019754712;0,012881867;0;0,007343582;0,00922795;0,017489069;0,005397819
Smithella_Syntrophaceae_Syntrophobacterales_Deltaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sneathiella_Sneathiellaceae_Sneathiellales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0,005395988;0,01024972;0,020407955;0,016551789;0,021625362;0,092602299;0,073918689;0,030801928;0,164762095;0,087249979;0,106275401;0,085375224;0,079963445;0,101507452;0,099937539;0,137644392
Sphingobium_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0,003854277;0;0;0;0,005406341;0,012230492;0;0,010780675;0;0;0;0;0;0,003295696;0;0
Sphingomonas_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0,003854277;0;0;0;0;0;0;0;0;0;0,010949587;0;0;0;0;0,016193458
Sphingopyxis_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;3,060331385;2,837162014;3,779903784;3,886615556;2,846469929;2,980156172;4,16779188;3,077255138;2,961237421;3,422414057;2,867006372;2,941049263;3,349407695;3,815802617;3,974988834;2,820962446;2,467692814;3,012424561;2,29317852;2,598811972;4,078753963;2,677076827;3,528149628
Sphingorhabdus_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0,120723132;0,079687843;0,195267757;0,131696534;0,049308928;0,07163837;0,108020524;0,071689561;0,07081625;0,078570627;0,094581654;0,142727391;0,146765908;0,105883528;0,220233787;0,171823328;0,092188658;0,153938309;0,134892854;0,168086426;0,017137622;0,109931293;0,134270755
Stakelama_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Stappia_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,251506524;0,305012091;0,199631282;0,261825251;0,321255136;0,218497027;0,243046179;0,158796232;0,169586284;0,094896991;0,19389239;0,166515289;0,069888528;0,129857157;0,135528484;0,12827906;0,207424479;0,185498882;0,162212926;0,249681778;0,133146138;0,057464085;0,087714563
Stenotrophomonas_Xanthomonadaceae_Xanthomonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Streptomyces_Streptomycetaceae_Streptomycetales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Subsaxibacter_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0,00503013;0;0,009817932;0;0;0;0;0,007708555;0;0;0;0,011893949;0;0;0,010780675;0;0;0,007085027;0;0;0,003954836;0,006246096;0,004723092
Sufflavibacter_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sulfitobacter_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0,08249414;0,009617498;0,345809379;0,22419767;0,189764662;0,137903861;0,382572689;0,016187965;0,095974655;0,007142784;0,143054751;0,193546992;0;0,029967036;0;0,088265408;0;0,110784055;0,095620251;0,106889912;0,073823601;0;0,026314369
Tabrizicola_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,103186459;0;0;0;0;0;0;0;0
Tateyamaria_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0,007568877;0;0;0;0;0;0;0;0;0;0;0,003373637
Tenacibaculum_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Terrabacter_Intrasporangiaceae_Micrococcales_Actinobacteria_Actinobacteria;0,013078339;0,00824357;0,008727051;0,012542527;0,023907359;0,02328247;0;0,020042243;0,038203504;0,007142784;0,016551789;0,010812681;0;0;0,007700482;0,021183698;0,032924521;0,009017307;0;0;0,017137622;0;0,009446184
Terrimonas_Chitinophagaceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;0,01810847;0,053583205;0,030544677;0,081526426;0,119536795;0,089547962;0,225042758;0,32684273;0,290719344;0,80305303;0,631332537;0,941784525;3,669147709;1,989811208;1,768030679;4,542726342;2,989546465;5,72792209;7,762315376;5,789190248;10,18897524;7,411617739;14,83455684
Thalassobaculum_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0,038228992;0,0824357;0,154905148;0,123857454;0,061262607;0,087757003;0,031505986;0,122566024;0,049385017;0,035713921;0,080394405;0,051900869;0,136282629;0,039956048;0,237174847;0,06119735;0,059264137;0,086952601;0,032442585;0,037533862;0,079096716;0,039975016;0,097835474
Thalassospira_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0,058349514;0,04121785;0,079634337;0,047034476;0,035861038;0,025073429;0,036006841;0,037001064;0,027953783;0,019387557;0,026009955;0,02270663;0,022713772;0,027969234;0,02156135;0,008238105;0,02469339;0,039289694;0,008537522;0,007343582;0,008568811;0;0,017542913
Thauera_Rhodocyclaceae_Rhodocyclales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Thermovum_Phyllobacteriaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0,026104638;0,051271422;0,084662057;0,01045947;0;0,031505986;0;0,034476332;0,027550739;0,018916331;0,058388478;0;0;0;0;0,021400938;0;0;0;0,118645073;0;0,055327648
Thiobacillus_Hydrogenophilaceae_Hydrogenophilales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Thiogranum_Ectothiorhodospiraceae_Chromatiales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Thiohalocapsa_Chromatiaceae_Chromatiales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tistrella_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0,00747105;0;0;0,005395988;0;0;0;0;0;0;0;0;0;0,003220467;0;0;0;0;0
Tropicimonas_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tumebacillus_Alicyclobacillaceae_Bacillales_Bacilli_Firmicutes;0,009054235;0,060452847;0,171268368;0,105043664;0;0,021491511;0,027005131;0;0,005590757;0,023469148;0,008275895;0;0,010483279;0,029967036;0,043122699;0;0;0,0193228;0;0;0,003295696;0,023735166;0,282036057
uncultured_Alcaligenaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0,00896526;0;0;0;0,008386135;0;0,009458165;0;0;0;0,009240578;0;0;0,00579684;0;0;0,012523647;0;0,005397819
uncultured_Aurantimonadaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Beijerinckiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,016096418;0,00824357;0;0;0;0;0;0,004625133;0;0,025509944;0,008275895;0,009731413;0;0;0,007700482;0;0;0,00772912;0;0;0,081074133;0;0,041833099
uncultured_Bradyrhizobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Brucellaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Caulobacteraceae_Caulobacterales_Alphaproteobacteria_Proteobacteria;47,08805746;47,09276764;44,22214707;43,17137795;40,70825551;46,63120567;48,29417589;48,22163637;45,60752889;52,30252753;49,33142594;49,78699018;43,48638921;44,58895215;37,39508093;49,01672335;51,21079924;36,62765608;50,76752326;50,55158458;37,51623131;49,6427233;36,33474576
uncultured_Chitinophagaceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;0,006036157;0,006869642;0,007636169;0,009406895;0;0,010745755;0;0,014646254;0,004658964;0,00918358;0,008275895;0,009731413;0,019219345;0,013984617;0,012320771;0,007061233;0;0,097258095;0,008537522;0;0,145010645;0,018738289;0,279337148
uncultured_Colwelliaceae_Alteromonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,357139264;0,252802814;1,261058809;1,158615932;0,4811356;1,287699692;0,54910433;0,528036014;0,708162505;0,865297293;0,631332537;0,216253622;0,84215676;0,811107781;0,987201799;0,030598675;0,525146103;0,714299516;0,370528473;0,45611802;0,364504031;0,338538413;0,507395012
uncultured_Corynebacteriaceae_Corynebacteriales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Cryomorphaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0,153921993;0,18960211;0,129814877;0,130128718;0,146432574;0,121785228;0,081015393;0,218922961;0,143496086;0,055101479;0,100493007;0,05730721;0,136282629;0,021975827;0,046202892;0,021183698;0,080665075;0,082443948;0;0,01387121;0,061299955;0,021236727;0,027663824
uncultured_Cyclobacteriaceae_Cytophagales_Cytophagia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Cytophagaceae_Cytophagales_Cytophagia_Bacteroidetes;0;0;0,006545288;0;0;0;0;0,010791977;0;0;0;0,006487609;0;0,011986815;0,009240578;0;0;0,004508653;0;0;0,005273114;0,006246096;0
uncultured_Erythrobacteraceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0,028168731;0,030226423;0,027272033;0,018813791;0,026895779;0,04656494;0;0,043167908;0,020499441;0,020407955;0,011822707;0,025950435;0,020966558;0,013984617;0,027721735;0,007061233;0,02469339;0,019966894;0,008537522;0,023662652;0,022410736;0,006246096;0,004048364
uncultured_Gemmatimonadaceae_Gemmatimonadales_Gemmatimonadetes_Gemmatimonadetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Geodermatophilaceae_Frankiales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,006440933;0,011952531;0,006527628;0,005932254;0,007495315;0,012819821
