;cD315_S52;cD316_S53;cD317_S54;cD321_S58;cD322_S59;cD323_S60;cD327_S64;cD328_S65;cD329_S66;cD333_S70;cD334_S71;cD335_S72;cD339_S76;cD340_S77;cD341_S78;cD345_S82;cD346_S83;cD347_S84;cD351_S88;cD352_S89;cD353_S90;cD358_S93;cD359_S94
uncultured_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;1,2439079;1,3090858;1,5290009;1,2808664;1,6381605;1,5748117;1,4097923;1,3690585;1,1895039;1,3462016;1,184249;1,2199777;1,4924285;1,2456359;1,4996598;0,9283035;1,4576503;1,1886883;1,0309902;1,1637515;0,9795701;1,0236593;0,9314754
uncultured_Saprospiraceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Xanthobacteraceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0,035449679;0,008230302;0;0;0,008810864;0;0;0,004781421;0;0,00907917;0,00642703;0,026061437;0;0,00621444
uncultured_Xanthomonadaceae_Xanthomonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Xanthomonadales-Incertae-Sedis_Xanthomonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Undibacterium_Oxalobacteraceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,03845294;0,024925473;0,046445955;0,03717024;0,009699635;0,034682707;0,043964418;0,024224628;0,023442226;0,040767131;0,021947472;0,027483853;0,020968757;0,034142097;0;0,004668752;0,011612022;0,01491186;0,00907917;0,01790387;0,020395907;0,005138852;0,010357399
Variibacter_Xanthobacteraceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0,009748662;0;0;0;0;0;0;0;0;0,00907917;0,009640545;0,006232083;0;0,005523946
Variovorax_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,191370445;0,245266653;0,340913313;0,342568966;0,206925539;0,24711429;0,180254114;0,403009727;0,423472474;0,169272218;0,373107031;0,157268716;0,384731098;0,171811844;0,163860594;0,156403193;0,588797814;0,166160729;0,117020418;0,310333746;0,474204843;0,088388251;0,127741258
Vitellibacter_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Williamsia_Nocardiaceae_Corynebacteriales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Xanthobacter_Xanthobacteraceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Xylophilus_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Yangia_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0,006049607;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Youngimonas_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
