;D312_S1;D313_S2;D314_S3;D318_S7;D319_S8;D320_S9;D324_S13;D325_S14;D326_S15;D330_S19;D331_S20;D332_S21;D336_S25;D337_S26;D338_S27;D342_S31;D343_S32;D344_S33;D348_S37;D349_S38;D350_S39;D354_S43;D355_S44
uncultured_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;1,31253304;1,2381169;2,24661672;0,91894661;1,81547619;1,35041751;0,83223384;0,99726456;0,82689335;1,02148739;0,7761336;0,81899968;0,41197072;0,69250309;0,63285334;0,97735889;0,58252427;0,76899781;0,62406754;0,56134395;0,59696401;0,87814749;0,60405363
uncultured_Rhodobiaceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0,010454783;0;0;0;0,01522379;0;0;0;0,05348547;0;0,032553545;0,042571911;0;0,172438479;0,027739251;0,033528737;0,050944289;0,006438773;0,022172949;0,073497127;0,039910686
uncultured_Rhodospirillaceae_Rhodospirillales_Alphaproteobacteria_Proteobacteria;0,3556154;0,3411417;0,3310681;0,3470879;0,5009921;0,3224878;0,3670625;0,4704963;0,4327666;0,3570686;0,4159981;0,3239846;0,2716537;0,3618612;0,3592283;0,3728904;0,2389843;0,4099159;0,5203595;0,4103255;0,4485758;0,3541225;0,5576709
uncultured_Saprospiraceae_Sphingobacteriales_Sphingobacteriia_Bacteroidetes;0,012614734;0;0;0;0,008680556;0;0;0;0;0;0;0;0;0;0;0,00373513;0;0;0;0,003512058;0;0;0
uncultured_Sphingomonadaceae_Sphingomonadales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,039803325;0;0;0
uncultured_Xanthobacteraceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,009611226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,034238687;0;0,006489433;0;0,025169749;0;0;0
uncultured_Xanthomonadaceae_Xanthomonadales_Gammaproteobacteria_Proteobacteria;0,009611226;0,013645668;0,006969855;0,008363564;0,011160714;0;0,011840725;0,017194216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uncultured_Xanthomonadales-Incertae-Sedis_Xanthomonadales_Gammaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Undibacterium_Oxalobacteraceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,004097401;0;0;0
Variibacter_Xanthobacteraceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0,004204911;0;0;0;0;0;0;0;0;0;0;0;0,007857752;0,008514382;0;0,006225216;0,01493652;0;0,009097194;0;0;0,008590573;0
Variovorax_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0,009010524;0;0,005808213;0,018818019;0,014880952;0;0;0,007815553;0,02511592;0,007231769;0,01188566;0,011123935;0,007857752;0,008514382;0,018343575;0,016808083;0,01493652;0;0,009097194;0,007609459;0,008528057;0,008590573;0
Vitellibacter_Flavobacteriaceae_Flavobacteriales_Flavobacteriia_Bacteroidetes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Williamsia_Nocardiaceae_Corynebacteriales_Actinobacteria_Actinobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Xanthobacter_Xanthobacteraceae_Rhizobiales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Xylophilus_Comamonadaceae_Burkholderiales_Betaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Yangia_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Youngimonas_Rhodobacteraceae_Rhodobacterales_Alphaproteobacteria_Proteobacteria;0;0;0;0,012545346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,007636065;0
